1,gondor,15068.523709607342,0.11562698604887064
2,aragorn,13132.882478465825,0.1007740139898944
3,frodo,11181.612183384592,0.08580111368891244
4,gandalf,6927.683676695143,0.05315896893904091
5,mordor,6461.048324841803,0.04957828377316397
6,boromir,5718.622326445812,0.04388134343493298
7,hobbits,5550.102514302,0.0425882215377104
8,tirith,4889.104911331577,0.03751611480118461
9,frodo's,4787.5810099118535,0.03673708010878134
10,legolas,4736.343429897358,0.03634391306311139
11,middle-earth,4569.875297401726,0.03506653454849408
12,gimli,4321.728665297671,0.03316240327981006
13,gollum,4096.075533285526,0.03143087389777664
14,pippin,2812.4123882722115,0.021580798109312318
15,sauron,2583.3759117829245,0.019823306932202217
16,bilbo's,2192.655651728313,0.01682514951950615
17,peregrin,2149.0438908480296,0.016490498523559143
18,bombadil,1459.6324372350166,0.01120036061323291
19,baggins,1171.041446995987,0.008985883133868238
20,entwives,1112.7124649508153,0.008538300840927238
21,ents,1019.7875628266219,0.007825249810277416
22,rohan,1012.7953923395994,0.007771596007493883
23,halflings,944.0420383919269,0.007244023217290684
24,strider,753.374917047142,0.005780955898648476
25,meriadoc,752.2133954658985,0.0057720430653638004
26,mirkwood,670.756488622967,0.005146990683815188
27,arnor,651.4105415578699,0.004998541267368906
28,westron,647.9843168825508,0.004972250434878075
29,thorin,493.7269141639743,0.0037885698769277395
30,hobbit,490.0478611944333,0.0037603389888473796
31,bilbo,486.86466491511055,0.003735913013292429
32,elfstone,460.479703437407,0.003533450341336231
33,faramir,391.99568079320824,0.003007944241106744
34,saruman,381.47220981082256,0.002927193315806066
35,drogo,332.76234525388026,0.0025534224714879195
36,edain,331.9810078396767,0.0025474269478365894
37,йomer,317.0159500437098,0.002432593898339407
38,thйoden,311.7542145525169,0.002392218435689067
39,west-gate,311.29214130772135,0.002388672757448838
40,elrond,293.33814033334187,0.0022509043164128796
41,hoom,278.3599106611333,0.0021359701936865087
42,shire,269.6831697045676,0.0020693899881621394
43,minas,253.26010272492783,0.0019433690339445905
44,arwen,243.23219362177468,0.0018664207589632555
45,brandywine,224.38127172730913,0.0017217698744502617
46,denethor,219.67384345664152,0.001685647839308126
47,isengard,217.0429757110451,0.0016654601079829565
48,bywater,203.93893798648614,0.0015649074316650097
49,smйagol,203.88863698306292,0.0015645214513571079
50,helm's,197.66274006227684,0.001516747581117752
51,treebeard,192.04973212787897,0.0014736766603938441
52,forlong,190.2640854976485,0.0014599746586595778
53,rivendell,188.1034305094843,0.0014433950634060893
54,ferny,176.90900098035786,0.0013574955969464719
55,wilderland,176.65300744524566,0.0013555312531604812
56,flet,173.44785178624292,0.0013309367742446946
57,dol,173.11739485720042,0.0013284010421809231
58,йowyn,149.95584819833593,0.001150672959191128
59,anduin,142.06324496154662,0.0010901097652156186
60,lуrien,127.5934723607662,0.0009790772429271852
61,erech,122.20291992055328,0.0009377133147938135
62,harad,119.98681262247189,0.0009207082111369314
63,rohirrim,107.8619642687929,0.0008276692579884119
64,orthanc,102.60022877760005,0.0007872937953380726
65,isildur,101.28479490480181,0.0007771999296754876
66,shadowfax,101.28479490480181,0.0007771999296754876
67,beregond,98.6539271592054,0.000757012198350318
68,moria,97.86211653063337,0.0007509363094133764
69,dъnedain,97.33849328640719,0.0007469183326877332
70,elendil,96.02305941360895,0.0007368244670251482
71,durin,87.94975688173844,0.0006748746929656144
72,lobelia,85.56029808762808,0.0006565393919118824
73,butterbur,85.49958843122319,0.0006560735417244692
