the,9314,0.040746186478558294,0.04074258768361285,9,0.005661103134327143,0.005631637335219993
to,5766,0.025255622485808725,0.025222435106690113,9,0.0017692747616768806,0.0017735440375802414
and,5194,0.022691420572221354,0.022720313552575172,9,0.0024058301760312194,0.0023856807234620444
a,4607,0.02011165642994427,0.020152576922740435,9,0.003250813755882224,0.0032622883977228407
i,4302,0.018863910504971198,0.01881840371643789,9,0.007418859918035462,0.007427380876772406
was,3876,0.0169631857909867,0.016954935565995644,9,0.0015862782978923755,0.0015972351561567872
you,3186,0.013951497229524037,0.013936642082884964,9,0.0017190045002750635,0.0017269322588261858
said,3027,0.013321246849397917,0.013241122280255112,9,0.004294699781502133,0.004293964304319495
of,2989,0.013061737901735782,0.013074897421764958,9,0.002165494458231585,0.002172207860454977
she,2979,0.013017060109870453,0.01303115403795176,9,0.003969486139135485,0.003915787289455359
he,2926,0.01278875902759079,0.01279931410374181,9,0.0033947408517346475,0.0034148755350122007
in,2564,0.011206111866828317,0.011215803609704032,9,0.001361938430723586,0.001370050009870716
that,2541,0.011122861943224592,0.011115193826933677,9,0.0018731875890150946,0.0018458325272322018
-,2295,0.010075015153589682,0.010039106585129,9,0.0035625192110065357,0.003561353108993177
her,2206,0.009630129420499477,0.009649790469191535,9,0.002840908870343091,0.0028233024160186034
it,2187,0.009550043899588394,0.009566678039946458,9,0.0014509165213593203,0.0014414930155469154
at,1659,0.007264496735671493,0.00725702737460959,9,0.0007807628493693961,0.0007916199904800355
had,1652,0.00719209017141128,0.007226407005940351,9,0.002118838547894902,0.002135749715018142
but,1431,0.006233729748853377,0.00625967822366867,9,0.001155668516197769,0.0011626546162554834
is,1372,0.006026856342789963,0.0060015922591708,9,0.001708330499042483,0.0017155998853593706
with,1364,0.005960494879477231,0.005966597552120242,9,0.0008570387514464498,0.0008639972517294178
for,1253,0.005471099790384637,0.005481045991793741,9,0.0005288730522852859,0.0005267017422097852
his,1253,0.00546594140603355,0.005481045991793741,9,0.001349557790041591,0.001352832689304272
'i,1231,0.005415928034343359,0.005384810547404705,9,0.001309040825966788,0.001301708212692942
have,1122,0.004918448845317865,0.004908007663840844,9,0.00121274299720465,0.0012099802983095926
poirot,1118,0.004954311496560123,0.004890510310315565,5,0.00475807013209787,0.004782273251862657
on,1096,0.0047810382642329945,0.004794274865926529,9,0.0008803697458890557,0.0008834582971004872
not,1086,0.004756365127632282,0.004750531482113331,9,0.001090026329471476,0.001102781909214515
be,1049,0.004582854841921421,0.004588680962004496,9,0.0005680337217485003,0.0005654236740892447
me,1027,0.004501999649785209,0.00449244551761546,9,0.0014922664888521373,0.0014925755904527333
about,1022,0.004469630112047113,0.004470573825708862,9,0.0006311214339593215,0.0006311059257340171
very,989,0.004324923744195578,0.004326220659125308,9,0.0010477395451449698,0.0010462830667683088
miss,926,0.004130148272981742,0.004050637341102158,9,0.0046887768425910884,0.004618381259392523
as,888,0.003888565090560089,0.003884412482612005,9,0.0006430032518367851,0.0006511956587125647
my,864,0.003791381843058119,0.003779428361460329,9,0.0015564233502903583,0.0015528072375612222
him,855,0.0037267235416296144,0.003740059316028451,9,0.0015294482566130254,0.001534647853565
what,784,0.0034353366444250678,0.0034294812909547432,9,0.0005001748249805267,0.0005022913798006715
there,779,0.00340959788006198,0.003407609599048144,9,0.0007502462565082174,0.0007547015174604853
been,756,0.0033113970880851865,0.003306999816277788,9,0.0009716035170067041,0.0009709318188380272
so,750,0.003271554032845015,0.003280753785989869,9,0.0007812183592034195,0.0007876728206910578
all,749,0.003272668842735171,0.003276379447608549,9,0.0007201008857236963,0.0007255415232977809
we,747,0.0032699310094120022,0.0032676307708459093,9,0.0009835500542973313,0.0009898998847005505
they,733,0.0031960917754152887,0.003206390033507432,9,0.0007998717186156792,0.0007896572904343241
were,727,0.003177195995825371,0.003180144003219513,9,0.0006746222414416085,0.000671152981892228
then,707,0.0030844750785787634,0.0030926572355931166,9,0.0006091797564549456,0.000605280530318065
do,706,0.0030915070606795277,0.0030882828972117965,9,0.0005789876473133216,0.0005765355464506407
mrs,683,0.0030201858799184782,0.002987673114441441,9,0.0024517741858202263,0.002424332386972034
when,675,0.0029593644581771914,0.002952678407390882,9,0.0006143899365536551,0.00061660510163878
know,674,0.0029508095412829663,0.0029483040690095625,9,0.00046381205989039193,0.0004658128357787198
think,672,0.0029363158738600547,0.002939555392246923,9,0.0008026516763862547,0.0008050463714672708
would,670,0.0029173698852344686,0.002930806715484283,9,0.001011272669675955,0.0010206868574639141
from,644,0.002815904083760727,0.0028170739175699677,9,0.0006615435251928212,0.0006562184158483769
this,642,0.0028032303682868076,0.002808325240807328,9,0.0008224603134383054,0.0008222850359961492
out,640,0.0028036806465360172,0.0027995765640446884,9,0.0008526917940891636,0.0008559004723924489
who,630,0.0027546705160271783,0.00275583318023149,9,0.0005706873350083021,0.000574850959067954
if,611,0.0026745960871734854,0.002672720750986413,9,0.0005104348362689751,0.0005142787115086238
asked,609,0.002672146735568652,0.0026639720742237735,9,0.0007890642979854938,0.0007932618639884082
looked,598,0.0026192137261908106,0.0026158543520292555,9,0.0008137630183228583,0.0008013276313753442
don't,588,0.002571433125024051,0.0025721109682160575,9,0.0009095100412799773,0.0009113715734011569
mr,586,0.0025751716180301507,0.002563362291453418,9,0.001340787831436885,0.0013358801749263614
did,582,0.002550922800078816,0.0025458649379281385,9,0.0005141147931313772,0.0005166280617931109
one,570,0.002490815651936645,0.0024933728773523004,9,0.0003675501023011772,0.0003684061536779522
up,564,0.0024730504970045812,0.0024671268470643814,9,0.0003899415205158501,0.0003884088340982807
are,563,0.0024595143479095236,0.0024627525086830617,9,0.0006178107691299418,0.0006261977944829928
your,551,0.002410157612574535,0.0024102604481072236,9,0.00045562175101925007,0.00044950905065298176
went,524,0.0023062397924442607,0.0022921533118115886,9,0.0006268155923660209,0.0006238324005732133
like,500,0.0021876535048891725,0.002187169190659913,9,0.00042070000504858984,0.0004158791653865519
an,496,0.0021592667355347286,0.0021696718371346335,9,0.0005232580668639031,0.0005274599106475036
man,487,0.0021202048099486543,0.002130302791702755,9,0.0009763534738056402,0.0009787950814990273
will,487,0.0021377361701511,0.002130302791702755,9,0.0005083232808290686,0.0005079265075167916
see,485,0.0021216988182641383,0.0021215541149401155,9,0.00030217971022463867,0.00030153257092843314
just,456,0.001997937401210437,0.0019946983018818403,9,0.0004328151237524824,0.00043660582064273336
could,446,0.00194322626876264,0.0019509549180686421,9,0.0004066024903957591,0.00040714782865373814
